timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673612785947,1772,HTTP Request-0,302,Found,LoadtestingSample 1-18,text,true,,2630,112,82,82,https://pathao.com/,1772,0,1605
1673612787719,6714,HTTP Request-1,200,OK,LoadtestingSample 1-18,text,true,,113319,115,82,82,https://pathao.com/bn/,6406,0,0
1673612786392,8103,HTTP Request,200,OK,LoadtestingSample 1-75,text,true,,115952,227,81,81,https://pathao.com/bn/,1292,0,1093
1673612786392,1306,HTTP Request-0,302,Found,LoadtestingSample 1-75,text,true,,2632,112,81,81,https://pathao.com/,1292,0,1093
1673612787703,6792,HTTP Request-1,200,OK,LoadtestingSample 1-75,text,true,,113320,115,81,81,https://pathao.com/bn/,6488,0,0
1673612785963,9333,HTTP Request,200,OK,LoadtestingSample 1-32,text,true,,115953,227,80,80,https://pathao.com/bn/,1720,0,1516
1673612785963,1735,HTTP Request-0,302,Found,LoadtestingSample 1-32,text,true,,2634,112,80,80,https://pathao.com/,1720,0,1516
1673612787708,7588,HTTP Request-1,200,OK,LoadtestingSample 1-32,text,true,,113319,115,80,80,https://pathao.com/bn/,7451,0,0
1673612786295,9012,HTTP Request,200,OK,LoadtestingSample 1-65,text,true,,115954,227,79,79,https://pathao.com/bn/,1401,0,1238
1673612786295,1402,HTTP Request-0,302,Found,LoadtestingSample 1-65,text,true,,2632,112,79,79,https://pathao.com/,1401,0,1238
1673612787705,7602,HTTP Request-1,200,OK,LoadtestingSample 1-65,text,true,,113322,115,79,79,https://pathao.com/bn/,7459,0,0
1673612786562,12149,HTTP Request,200,OK,LoadtestingSample 1-92,text,true,,115945,227,78,78,https://pathao.com/bn/,1145,0,968
1673612786562,1145,HTTP Request-0,302,Found,LoadtestingSample 1-92,text,true,,2628,112,78,78,https://pathao.com/,1145,0,968
1673612787707,11004,HTTP Request-1,200,OK,LoadtestingSample 1-92,text,true,,113317,115,78,78,https://pathao.com/bn/,10935,0,0
1673612786502,12356,HTTP Request,200,OK,LoadtestingSample 1-86,text,true,,115953,227,77,77,https://pathao.com/bn/,1181,0,1000
1673612786502,1196,HTTP Request-0,302,Found,LoadtestingSample 1-86,text,true,,2634,112,77,77,https://pathao.com/,1181,0,1000
1673612787707,11151,HTTP Request-1,200,OK,LoadtestingSample 1-86,text,true,,113319,115,77,77,https://pathao.com/bn/,11070,0,0
1673612786373,12489,HTTP Request,200,OK,LoadtestingSample 1-73,text,true,,115953,227,76,76,https://pathao.com/bn/,1310,0,1106
1673612786373,1325,HTTP Request-0,302,Found,LoadtestingSample 1-73,text,true,,2628,112,76,76,https://pathao.com/,1310,0,1106
1673612787708,11154,HTTP Request-1,200,OK,LoadtestingSample 1-73,text,true,,113325,115,76,76,https://pathao.com/bn/,10999,0,0
1673612786592,12740,HTTP Request,200,OK,LoadtestingSample 1-95,text,true,,115965,227,75,75,https://pathao.com/bn/,1101,0,889
1673612786592,1105,HTTP Request-0,302,Found,LoadtestingSample 1-95,text,true,,2634,112,75,75,https://pathao.com/,1101,0,889
1673612787703,11629,HTTP Request-1,200,OK,LoadtestingSample 1-95,text,true,,113331,115,75,75,https://pathao.com/bn/,11558,0,0
1673612786045,13292,HTTP Request,200,OK,LoadtestingSample 1-40,text,true,,115959,227,74,74,https://pathao.com/bn/,1666,0,1497
1673612786045,1667,HTTP Request-0,302,Found,LoadtestingSample 1-40,text,true,,2636,112,74,74,https://pathao.com/,1666,0,1497
1673612787712,11625,HTTP Request-1,200,OK,LoadtestingSample 1-40,text,true,,113323,115,74,74,https://pathao.com/bn/,11541,0,0
1673612786244,14121,HTTP Request,200,OK,LoadtestingSample 1-60,text,true,,115943,227,73,73,https://pathao.com/bn/,1461,0,1272
1673612786244,1461,HTTP Request-0,302,Found,LoadtestingSample 1-60,text,true,,2630,112,73,73,https://pathao.com/,1461,0,1272
1673612787706,12659,HTTP Request-1,200,OK,LoadtestingSample 1-60,text,true,,113313,115,73,73,https://pathao.com/bn/,12571,0,0
1673612785942,17706,HTTP Request,200,OK,LoadtestingSample 1-1,text,true,,115947,227,72,72,https://pathao.com/bn/,1740,0,1516
1673612785942,1755,HTTP Request-0,302,Found,LoadtestingSample 1-1,text,true,,2636,112,72,72,https://pathao.com/,1740,0,1516
1673612787707,15941,HTTP Request-1,200,OK,LoadtestingSample 1-1,text,true,,113311,115,72,72,https://pathao.com/bn/,15853,0,0
1673612786533,17417,HTTP Request,200,OK,LoadtestingSample 1-89,text,true,,115953,227,71,71,https://pathao.com/bn/,1194,0,1024
1673612786533,1194,HTTP Request-0,302,Found,LoadtestingSample 1-89,text,true,,2640,112,71,71,https://pathao.com/,1194,0,1024
1673612787728,16222,HTTP Request-1,200,OK,LoadtestingSample 1-89,text,true,,113313,115,71,71,https://pathao.com/bn/,16133,0,0
1673612786603,17855,HTTP Request,200,OK,LoadtestingSample 1-96,text,true,,115949,227,70,70,https://pathao.com/bn/,1081,0,869
1673612786603,1095,HTTP Request-0,302,Found,LoadtestingSample 1-96,text,true,,2636,112,70,70,https://pathao.com/,1081,0,869
1673612787708,16750,HTTP Request-1,200,OK,LoadtestingSample 1-96,text,true,,113313,115,70,70,https://pathao.com/bn/,16670,0,0
1673612786514,17946,HTTP Request,200,OK,LoadtestingSample 1-87,text,true,,115943,227,69,69,https://pathao.com/bn/,1169,0,978
1673612786514,1184,HTTP Request-0,302,Found,LoadtestingSample 1-87,text,true,,2630,112,69,69,https://pathao.com/,1169,0,978
1673612787709,16751,HTTP Request-1,200,OK,LoadtestingSample 1-87,text,true,,113313,115,69,69,https://pathao.com/bn/,16664,0,0
1673612785944,18689,HTTP Request,200,OK,LoadtestingSample 1-16,text,true,,115935,227,68,68,https://pathao.com/bn/,1780,0,1592
1673612785944,1780,HTTP Request-0,302,Found,LoadtestingSample 1-16,text,true,,2626,112,68,68,https://pathao.com/,1780,0,1592
1673612787725,16908,HTTP Request-1,200,OK,LoadtestingSample 1-16,text,true,,113309,115,68,68,https://pathao.com/bn/,16818,0,0
1673612786123,18740,HTTP Request,200,OK,LoadtestingSample 1-48,text,true,,115957,227,67,67,https://pathao.com/bn/,1607,0,1433
1673612786123,1607,HTTP Request-0,302,Found,LoadtestingSample 1-48,text,true,,2642,112,67,67,https://pathao.com/,1607,0,1433
1673612787730,17133,HTTP Request-1,200,OK,LoadtestingSample 1-48,text,true,,113315,115,67,67,https://pathao.com/bn/,17022,0,0
1673612786492,18417,HTTP Request,200,OK,LoadtestingSample 1-85,text,true,,115960,227,66,66,https://pathao.com/bn/,1230,0,1062
1673612786492,1230,HTTP Request-0,302,Found,LoadtestingSample 1-85,text,true,,2638,112,66,66,https://pathao.com/,1230,0,1062
1673612787723,17186,HTTP Request-1,200,OK,LoadtestingSample 1-85,text,true,,113322,115,66,66,https://pathao.com/bn/,16976,0,0
1673612785946,19545,HTTP Request,200,OK,LoadtestingSample 1-17,text,true,,115943,227,65,65,https://pathao.com/bn/,1745,0,1564
1673612785946,1752,HTTP Request-0,302,Found,LoadtestingSample 1-17,text,true,,2634,112,65,65,https://pathao.com/,1745,0,1564
1673612787703,17788,HTTP Request-1,200,OK,LoadtestingSample 1-17,text,true,,113309,115,65,65,https://pathao.com/bn/,17693,0,0
1673612785946,20611,HTTP Request,200,OK,LoadtestingSample 1-11,text,true,,115943,227,64,64,https://pathao.com/bn/,1823,0,1634
1673612785946,1823,HTTP Request-0,302,Found,LoadtestingSample 1-11,text,true,,2628,112,64,64,https://pathao.com/,1823,0,1634
1673612787771,18786,HTTP Request-1,200,OK,LoadtestingSample 1-11,text,true,,113315,115,64,64,https://pathao.com/bn/,18665,0,0
1673612786435,20293,HTTP Request,200,OK,LoadtestingSample 1-79,text,true,,115951,227,63,63,https://pathao.com/bn/,1349,0,1135
1673612786435,1349,HTTP Request-0,302,Found,LoadtestingSample 1-79,text,true,,2642,112,63,63,https://pathao.com/,1349,0,1135
1673612787784,18944,HTTP Request-1,200,OK,LoadtestingSample 1-79,text,true,,113309,115,63,63,https://pathao.com/bn/,18847,0,0
1673612785950,20784,HTTP Request,200,OK,LoadtestingSample 1-15,text,true,,115949,227,62,62,https://pathao.com/bn/,1806,0,1597
1673612785950,1807,HTTP Request-0,302,Found,LoadtestingSample 1-15,text,true,,2632,112,62,62,https://pathao.com/,1806,0,1597
1673612787757,18977,HTTP Request-1,200,OK,LoadtestingSample 1-15,text,true,,113317,115,62,62,https://pathao.com/bn/,18675,0,0
1673612785943,22188,HTTP Request,200,OK,LoadtestingSample 1-26,text,true,,115941,227,61,61,https://pathao.com/bn/,1833,0,1651
1673612786632,21499,HTTP Request,200,OK,LoadtestingSample 1-99,text,true,,115947,227,61,61,https://pathao.com/bn/,1121,0,945
1673612785943,1833,HTTP Request-0,302,Found,LoadtestingSample 1-26,text,true,,2630,112,61,61,https://pathao.com/,1833,0,1651
1673612787776,20355,HTTP Request-1,200,OK,LoadtestingSample 1-26,text,true,,113311,115,61,61,https://pathao.com/bn/,20083,0,0
1673612786632,1121,HTTP Request-0,302,Found,LoadtestingSample 1-99,text,true,,2634,112,61,61,https://pathao.com/,1121,0,945
1673612787753,20378,HTTP Request-1,200,OK,LoadtestingSample 1-99,text,true,,113313,115,61,61,https://pathao.com/bn/,20115,0,0
1673612786582,21561,HTTP Request,200,OK,LoadtestingSample 1-94,text,true,,115947,227,59,59,https://pathao.com/bn/,1194,0,1022
1673612786582,1195,HTTP Request-0,302,Found,LoadtestingSample 1-94,text,true,,2636,112,59,59,https://pathao.com/,1194,0,1022
1673612787777,20366,HTTP Request-1,200,OK,LoadtestingSample 1-94,text,true,,113311,115,59,59,https://pathao.com/bn/,20113,0,0
1673612785943,22207,HTTP Request,200,OK,LoadtestingSample 1-14,text,true,,115951,227,58,58,https://pathao.com/bn/,1799,0,1596
1673612785943,1800,HTTP Request-0,302,Found,LoadtestingSample 1-14,text,true,,2636,112,58,58,https://pathao.com/,1799,0,1596
1673612787743,20407,HTTP Request-1,200,OK,LoadtestingSample 1-14,text,true,,113315,115,58,58,https://pathao.com/bn/,20195,0,0
1673612786468,21806,HTTP Request,200,OK,LoadtestingSample 1-81,text,true,,115956,227,57,57,https://pathao.com/bn/,1302,0,1111
1673612786468,1302,HTTP Request-0,302,Found,LoadtestingSample 1-81,text,true,,2632,112,57,57,https://pathao.com/,1302,0,1111
1673612787771,20503,HTTP Request-1,200,OK,LoadtestingSample 1-81,text,true,,113324,115,57,57,https://pathao.com/bn/,20085,0,0
1673612786474,21935,HTTP Request,200,OK,LoadtestingSample 1-83,text,true,,115946,227,56,56,https://pathao.com/bn/,1267,0,1060
1673612786474,1267,HTTP Request-0,302,Found,LoadtestingSample 1-83,text,true,,2628,112,56,56,https://pathao.com/,1267,0,1060
1673612787741,20668,HTTP Request-1,200,OK,LoadtestingSample 1-83,text,true,,113318,115,56,56,https://pathao.com/bn/,20409,0,0
1673612785942,22566,HTTP Request,200,OK,LoadtestingSample 1-4,text,true,,115952,227,55,55,https://pathao.com/bn/,1841,0,1643
1673612785942,1842,HTTP Request-0,302,Found,LoadtestingSample 1-4,text,true,,2634,112,55,55,https://pathao.com/,1841,0,1643
1673612787785,20723,HTTP Request-1,200,OK,LoadtestingSample 1-4,text,true,,113318,115,55,55,https://pathao.com/bn/,20364,0,0
1673612785945,22610,HTTP Request,200,OK,LoadtestingSample 1-2,text,true,,115943,227,54,54,https://pathao.com/bn/,1799,0,1599
1673612785945,1799,HTTP Request-0,302,Found,LoadtestingSample 1-2,text,true,,2632,112,54,54,https://pathao.com/,1799,0,1599
1673612787745,20810,HTTP Request-1,200,OK,LoadtestingSample 1-2,text,true,,113311,115,54,54,https://pathao.com/bn/,20481,0,0
1673612785951,22604,HTTP Request,200,OK,LoadtestingSample 1-10,text,true,,115945,227,54,54,https://pathao.com/bn/,1793,0,1607
1673612785951,1793,HTTP Request-0,302,Found,LoadtestingSample 1-10,text,true,,2632,112,54,54,https://pathao.com/,1793,0,1607
1673612787745,20810,HTTP Request-1,200,OK,LoadtestingSample 1-10,text,true,,113313,115,54,54,https://pathao.com/bn/,20492,0,0
1673612786444,22244,HTTP Request,200,OK,LoadtestingSample 1-80,text,true,,115947,227,52,52,https://pathao.com/bn/,1294,0,1133
1673612786444,1295,HTTP Request-0,302,Found,LoadtestingSample 1-80,text,true,,2634,112,52,52,https://pathao.com/,1294,0,1133
1673612787739,20949,HTTP Request-1,200,OK,LoadtestingSample 1-80,text,true,,113313,115,52,52,https://pathao.com/bn/,20673,0,0
1673612786220,22719,HTTP Request,200,OK,LoadtestingSample 1-57,text,true,,115962,227,51,51,https://pathao.com/bn/,1521,0,1323
1673612786220,1521,HTTP Request-0,302,Found,LoadtestingSample 1-57,text,true,,2640,112,51,51,https://pathao.com/,1521,0,1323
1673612787741,21198,HTTP Request-1,200,OK,LoadtestingSample 1-57,text,true,,113322,115,51,51,https://pathao.com/bn/,20815,0,0
1673612786382,22611,HTTP Request,200,OK,LoadtestingSample 1-74,text,true,,115951,227,50,50,https://pathao.com/bn/,1354,0,1137
1673612786382,1354,HTTP Request-0,302,Found,LoadtestingSample 1-74,text,true,,2638,112,50,50,https://pathao.com/,1354,0,1137
1673612787736,21257,HTTP Request-1,200,OK,LoadtestingSample 1-74,text,true,,113313,115,50,50,https://pathao.com/bn/,20931,0,0
1673612786205,22817,HTTP Request,200,OK,LoadtestingSample 1-56,text,true,,115951,227,49,49,https://pathao.com/bn/,1582,0,1376
